cqlsh> SELECT * FROM timur.task4 WHERE NAME = 'Ivan' ALLOW FILTERING;

 id | dept_name | name
----+-----------+------

(0 rows)

Tracing session: 386fcb40-1054-11eb-a2f3-41899bc8b0fd

 activity                                                                                                                    | timestamp                  | source        | source_elapsed | client
              Executing seq scan across 3 sstables for (max(-4916845250454825395), max(-4910667013727727432)] [ReadStage-13] | 2020-10-17 08:39:08.094000 | 172.31.77.183 |          16087 | 172.31.78.3
                            REQUEST_RESPONSE message received from /172.31.77.183 [MessagingService-Incoming-/172.31.77.183] | 2020-10-17 08:39:08.095000 |   172.31.78.3 |         587171 | 172.31.78.3
                                                            Processing response from /172.31.77.183 [RequestResponseStage-4] | 2020-10-17 08:39:08.095000 |   172.31.78.3 |         587265 | 172.31.78.3
                                                                     Read 329 live rows and 0 tombstone cells [ReadStage-13] | 2020-10-17 08:39:08.096000 | 172.31.77.183 |          17428 | 172.31.78.3
                                                                           Enqueuing response to /172.31.78.3 [ReadStage-13] | 2020-10-17 08:39:08.096000 | 172.31.77.183 |          17474 | 172.31.78.3
                                REQUEST_RESPONSE message received from /172.31.75.9 [MessagingService-Incoming-/172.31.75.9] | 2020-10-17 08:39:08.097000 |   172.31.78.3 |         588758 | 172.31.78.3
                                                              Processing response from /172.31.75.9 [RequestResponseStage-4] | 2020-10-17 08:39:08.097000 |   172.31.78.3 |         588810 | 172.31.78.3
                             Sending REQUEST_RESPONSE message to /172.31.78.3 [MessagingService-Outgoing-/172.31.78.3-Small] | 2020-10-17 08:39:08.098000 | 172.31.77.183 |          20037 | 172.31.78.3
                            REQUEST_RESPONSE message received from /172.31.77.183 [MessagingService-Incoming-/172.31.77.183] | 2020-10-17 08:39:08.128000 |   172.31.78.3 |         620258 | 172.31.78.3
                                                            Processing response from /172.31.77.183 [RequestResponseStage-4] | 2020-10-17 08:39:08.128000 |   172.31.78.3 |         620368 | 172.31.78.3
                                                                     Read 2425 live rows and 0 tombstone cells [ReadStage-4] | 2020-10-17 08:39:08.131000 | 172.31.77.183 |          52196 | 172.31.78.3
                                                                            Enqueuing response to /172.31.78.3 [ReadStage-4] | 2020-10-17 08:39:08.131000 | 172.31.77.183 |          52349 | 172.31.78.3
                             Sending REQUEST_RESPONSE message to /172.31.78.3 [MessagingService-Outgoing-/172.31.78.3-Small] | 2020-10-17 08:39:08.131000 | 172.31.77.183 |          53124 | 172.31.78.3
                                     RANGE_SLICE message received from /172.31.78.3 [MessagingService-Incoming-/172.31.78.3] | 2020-10-17 08:39:08.135000 |   172.31.75.9 |             16 | 172.31.78.3
                                     RANGE_SLICE message received from /172.31.78.3 [MessagingService-Incoming-/172.31.78.3] | 2020-10-17 08:39:08.135000 |   172.31.75.9 |            204 | 172.31.78.3
               Executing seq scan across 3 sstables for (max(-4838374785647884218), max(-4738700322845930045)] [ReadStage-3] | 2020-10-17 08:39:08.135000 |   172.31.75.9 |            429 | 172.31.78.3
                                     RANGE_SLICE message received from /172.31.78.3 [MessagingService-Incoming-/172.31.78.3] | 2020-10-17 08:39:08.135000 |   172.31.75.9 |            573 | 172.31.78.3
               Executing seq scan across 3 sstables for (max(-4709608797803578280), max(-4678553933842532621)] [ReadStage-2] | 2020-10-17 08:39:08.141000 |   172.31.75.9 |           6408 | 172.31.78.3
               Executing seq scan across 3 sstables for (max(-4538153643582708790), max(-4503378050882872596)] [ReadStage-5] | 2020-10-17 08:39:08.143000 |   172.31.75.9 |           8473 | 172.31.78.3
                            REQUEST_RESPONSE message received from /172.31.77.183 [MessagingService-Incoming-/172.31.77.183] | 2020-10-17 08:39:08.144000 |   172.31.78.3 |         636162 | 172.31.78.3
                                                            Processing response from /172.31.77.183 [RequestResponseStage-4] | 2020-10-17 08:39:08.144000 |   172.31.78.3 |         636377 | 172.31.78.3
                            REQUEST_RESPONSE message received from /172.31.77.183 [MessagingService-Incoming-/172.31.77.183] | 2020-10-17 08:39:08.146000 |   172.31.78.3 |         637526 | 172.31.78.3
                                                            Processing response from /172.31.77.183 [RequestResponseStage-4] | 2020-10-17 08:39:08.146000 |   172.31.78.3 |         637834 | 172.31.78.3
                                     Didn't get any response rows; new concurrent requests: 20 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.146000 |   172.31.78.3 |         637960 | 172.31.78.3
                                                             Enqueuing request to /172.31.75.9 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.146000 |   172.31.78.3 |         638043 | 172.31.78.3
                                                           Enqueuing request to /172.31.77.183 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.146000 |   172.31.78.3 |         638205 | 172.31.78.3
                                  Sending RANGE_SLICE message to /172.31.75.9 [MessagingService-Outgoing-/172.31.75.9-Small] | 2020-10-17 08:39:08.146000 |   172.31.78.3 |         638229 | 172.31.78.3
                                                             Enqueuing request to /172.31.75.9 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.146001 |   172.31.78.3 |         638256 | 172.31.78.3
                                                           Enqueuing request to /172.31.77.183 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.146001 |   172.31.78.3 |         638300 | 172.31.78.3
                                  Sending RANGE_SLICE message to /172.31.75.9 [MessagingService-Outgoing-/172.31.75.9-Small] | 2020-10-17 08:39:08.146001 |   172.31.78.3 |         638317 | 172.31.78.3
                                                             Enqueuing request to /172.31.75.9 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.146001 |   172.31.78.3 |         638386 | 172.31.78.3
               Executing seq scan across 0 sstables for (max(-4738700322845930045), max(-4722094257726498729)] [ReadStage-4] | 2020-10-17 08:39:08.146001 |   172.31.78.3 |         638428 | 172.31.78.3
                                                           Enqueuing request to /172.31.77.183 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.146001 |   172.31.78.3 |         638437 | 172.31.78.3
                                                           Enqueuing request to /172.31.77.183 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.146001 |   172.31.78.3 |         638480 | 172.31.78.3
                                                        Submitted 12 concurrent range requests [Native-Transport-Requests-1] | 2020-10-17 08:39:08.146001 |   172.31.78.3 |         638507 | 172.31.78.3
                                                                     Read 2598 live rows and 0 tombstone cells [ReadStage-1] | 2020-10-17 08:39:08.147000 | 172.31.77.183 |          68260 | 172.31.78.3
                              Sending RANGE_SLICE message to /172.31.77.183 [MessagingService-Outgoing-/172.31.77.183-Small] | 2020-10-17 08:39:08.147000 |   172.31.78.3 |         638607 | 172.31.78.3
                                                                     Read 6750 live rows and 0 tombstone cells [ReadStage-3] | 2020-10-17 08:39:08.147000 | 172.31.77.183 |          68817 | 172.31.78.3
                              Sending RANGE_SLICE message to /172.31.77.183 [MessagingService-Outgoing-/172.31.77.183-Small] | 2020-10-17 08:39:08.147000 |   172.31.78.3 |         638664 | 172.31.78.3
                                                                            Enqueuing response to /172.31.78.3 [ReadStage-3] | 2020-10-17 08:39:08.147000 | 172.31.77.183 |          68888 | 172.31.78.3
                              Sending RANGE_SLICE message to /172.31.77.183 [MessagingService-Outgoing-/172.31.77.183-Small] | 2020-10-17 08:39:08.147000 |   172.31.78.3 |         638697 | 172.31.78.3
                             Sending REQUEST_RESPONSE message to /172.31.78.3 [MessagingService-Outgoing-/172.31.78.3-Small] | 2020-10-17 08:39:08.147000 | 172.31.77.183 |          69075 | 172.31.78.3
                              Sending RANGE_SLICE message to /172.31.77.183 [MessagingService-Outgoing-/172.31.77.183-Small] | 2020-10-17 08:39:08.147000 |   172.31.78.3 |         638729 | 172.31.78.3
                                  Sending RANGE_SLICE message to /172.31.75.9 [MessagingService-Outgoing-/172.31.75.9-Small] | 2020-10-17 08:39:08.147000 |   172.31.78.3 |         638787 | 172.31.78.3
                                                                            Enqueuing response to /172.31.78.3 [ReadStage-1] | 2020-10-17 08:39:08.148000 | 172.31.77.183 |          69335 | 172.31.78.3
                                                                      Read 916 live rows and 0 tombstone cells [ReadStage-4] | 2020-10-17 08:39:08.148000 |   172.31.78.3 |         640155 | 172.31.78.3
               Executing seq scan across 0 sstables for (max(-4678553933842532621), max(-4658903040878147183)] [ReadStage-3] | 2020-10-17 08:39:08.148000 |   172.31.78.3 |         640251 | 172.31.78.3
                             Sending REQUEST_RESPONSE message to /172.31.78.3 [MessagingService-Outgoing-/172.31.78.3-Small] | 2020-10-17 08:39:08.149000 | 172.31.77.183 |          70426 | 172.31.78.3
                                                                     Read 1077 live rows and 0 tombstone cells [ReadStage-3] | 2020-10-17 08:39:08.150000 |   172.31.78.3 |         642109 | 172.31.78.3
               Executing seq scan across 0 sstables for (max(-4598772553646834235), max(-4538153643582708790)] [ReadStage-3] | 2020-10-17 08:39:08.150000 |   172.31.78.3 |         642163 | 172.31.78.3
                                     RANGE_SLICE message received from /172.31.78.3 [MessagingService-Incoming-/172.31.78.3] | 2020-10-17 08:39:08.151000 | 172.31.77.183 |             11 | 172.31.78.3
                                     RANGE_SLICE message received from /172.31.78.3 [MessagingService-Incoming-/172.31.78.3] | 2020-10-17 08:39:08.151000 | 172.31.77.183 |            128 | 172.31.78.3
                                     RANGE_SLICE message received from /172.31.78.3 [MessagingService-Incoming-/172.31.78.3] | 2020-10-17 08:39:08.151000 | 172.31.77.183 |            185 | 172.31.78.3
                                     RANGE_SLICE message received from /172.31.78.3 [MessagingService-Incoming-/172.31.78.3] | 2020-10-17 08:39:08.151000 | 172.31.77.183 |            228 | 172.31.78.3
               Executing seq scan across 3 sstables for (max(-4722094257726498729), max(-4709608797803578280)] [ReadStage-5] | 2020-10-17 08:39:08.151000 | 172.31.77.183 |            984 | 172.31.78.3
               Executing seq scan across 3 sstables for (max(-4658903040878147183), max(-4598772553646834235)] [ReadStage-1] | 2020-10-17 08:39:08.151000 | 172.31.77.183 |            995 | 172.31.78.3
               Executing seq scan across 0 sstables for (max(-4299726339587581241), max(-4286417338859102417)] [ReadStage-5] | 2020-10-17 08:39:08.153000 |   172.31.78.3 |         644614 | 172.31.78.3
               Executing seq scan across 0 sstables for (max(-4503378050882872596), max(-4496792114622907466)] [ReadStage-2] | 2020-10-17 08:39:08.153000 |   172.31.78.3 |         644624 | 172.31.78.3
                                                                      Read 362 live rows and 0 tombstone cells [ReadStage-2] | 2020-10-17 08:39:08.153000 |   172.31.78.3 |         645477 | 172.31.78.3
                                                                      Read 604 live rows and 0 tombstone cells [ReadStage-5] | 2020-10-17 08:39:08.154000 | 172.31.77.183 |           3179 | 172.31.78.3
                                                                      Read 748 live rows and 0 tombstone cells [ReadStage-5] | 2020-10-17 08:39:08.154000 |   172.31.78.3 |         645941 | 172.31.78.3
                                                                            Enqueuing response to /172.31.78.3 [ReadStage-5] | 2020-10-17 08:39:08.154000 | 172.31.77.183 |           3224 | 172.31.78.3
               Executing seq scan across 3 sstables for (max(-4496792114622907466), max(-4299726339587581241)] [ReadStage-2] | 2020-10-17 08:39:08.154000 | 172.31.77.183 |           3318 | 172.31.78.3
                            REQUEST_RESPONSE message received from /172.31.77.183 [MessagingService-Incoming-/172.31.77.183] | 2020-10-17 08:39:08.156000 |   172.31.78.3 |         648042 | 172.31.78.3
                                                            Processing response from /172.31.77.183 [RequestResponseStage-6] | 2020-10-17 08:39:08.156000 |   172.31.78.3 |         648121 | 172.31.78.3
                                                                     Read 3330 live rows and 0 tombstone cells [ReadStage-3] | 2020-10-17 08:39:08.157000 |   172.31.78.3 |         648834 | 172.31.78.3
                             Sending REQUEST_RESPONSE message to /172.31.78.3 [MessagingService-Outgoing-/172.31.78.3-Small] | 2020-10-17 08:39:08.159000 | 172.31.77.183 |           8800 | 172.31.78.3
               Executing seq scan across 3 sstables for (max(-4286417338859102417), max(-4257718660592357747)] [ReadStage-5] | 2020-10-17 08:39:08.160000 | 172.31.77.183 |           9090 | 172.31.78.3
                                                                     Read 1700 live rows and 0 tombstone cells [ReadStage-2] | 2020-10-17 08:39:08.162000 |   172.31.75.9 |          27789 | 172.31.78.3
                                                                            Enqueuing response to /172.31.78.3 [ReadStage-2] | 2020-10-17 08:39:08.162000 |   172.31.75.9 |          27903 | 172.31.78.3
                             Sending REQUEST_RESPONSE message to /172.31.78.3 [MessagingService-Outgoing-/172.31.78.3-Small] | 2020-10-17 08:39:08.163000 |   172.31.75.9 |          28065 | 172.31.78.3
                                                                     Read 5514 live rows and 0 tombstone cells [ReadStage-3] | 2020-10-17 08:39:08.168000 |   172.31.75.9 |          33864 | 172.31.78.3
                                                                            Enqueuing response to /172.31.78.3 [ReadStage-3] | 2020-10-17 08:39:08.169000 |   172.31.75.9 |          34171 | 172.31.78.3
                             Sending REQUEST_RESPONSE message to /172.31.78.3 [MessagingService-Outgoing-/172.31.78.3-Small] | 2020-10-17 08:39:08.169000 |   172.31.75.9 |          34474 | 172.31.78.3
                            REQUEST_RESPONSE message received from /172.31.77.183 [MessagingService-Incoming-/172.31.77.183] | 2020-10-17 08:39:08.171000 |   172.31.78.3 |         662976 | 172.31.78.3
                                                            Processing response from /172.31.77.183 [RequestResponseStage-2] | 2020-10-17 08:39:08.171000 |   172.31.78.3 |         663049 | 172.31.78.3
                                                                     Read 1543 live rows and 0 tombstone cells [ReadStage-5] | 2020-10-17 08:39:08.172000 | 172.31.77.183 |          21497 | 172.31.78.3
                                                                     Read 1952 live rows and 0 tombstone cells [ReadStage-5] | 2020-10-17 08:39:08.173000 |   172.31.75.9 |          38406 | 172.31.78.3
                                                                            Enqueuing response to /172.31.78.3 [ReadStage-5] | 2020-10-17 08:39:08.173000 |   172.31.75.9 |          38479 | 172.31.78.3
                             Sending REQUEST_RESPONSE message to /172.31.78.3 [MessagingService-Outgoing-/172.31.78.3-Small] | 2020-10-17 08:39:08.173000 |   172.31.75.9 |          38599 | 172.31.78.3
                                                                            Enqueuing response to /172.31.78.3 [ReadStage-5] | 2020-10-17 08:39:08.174000 | 172.31.77.183 |          23197 | 172.31.78.3
                             Sending REQUEST_RESPONSE message to /172.31.78.3 [MessagingService-Outgoing-/172.31.78.3-Small] | 2020-10-17 08:39:08.174000 | 172.31.77.183 |          23740 | 172.31.78.3
                            REQUEST_RESPONSE message received from /172.31.77.183 [MessagingService-Incoming-/172.31.77.183] | 2020-10-17 08:39:08.175000 |   172.31.78.3 |         666619 | 172.31.78.3
                                                            Processing response from /172.31.77.183 [RequestResponseStage-2] | 2020-10-17 08:39:08.175000 |   172.31.78.3 |         666782 | 172.31.78.3
                                REQUEST_RESPONSE message received from /172.31.75.9 [MessagingService-Incoming-/172.31.75.9] | 2020-10-17 08:39:08.175000 |   172.31.78.3 |         666891 | 172.31.78.3
                                                              Processing response from /172.31.75.9 [RequestResponseStage-5] | 2020-10-17 08:39:08.175000 |   172.31.78.3 |         666978 | 172.31.78.3
                                                                     Read 3347 live rows and 0 tombstone cells [ReadStage-1] | 2020-10-17 08:39:08.178000 | 172.31.77.183 |          27191 | 172.31.78.3
                                                                            Enqueuing response to /172.31.78.3 [ReadStage-1] | 2020-10-17 08:39:08.178000 | 172.31.77.183 |          27263 | 172.31.78.3
                             Sending REQUEST_RESPONSE message to /172.31.78.3 [MessagingService-Outgoing-/172.31.78.3-Small] | 2020-10-17 08:39:08.178000 | 172.31.77.183 |          27396 | 172.31.78.3
                                REQUEST_RESPONSE message received from /172.31.75.9 [MessagingService-Incoming-/172.31.75.9] | 2020-10-17 08:39:08.181000 |   172.31.78.3 |         673278 | 172.31.78.3
                                                              Processing response from /172.31.75.9 [RequestResponseStage-5] | 2020-10-17 08:39:08.181000 |   172.31.78.3 |         673363 | 172.31.78.3
                                REQUEST_RESPONSE message received from /172.31.75.9 [MessagingService-Incoming-/172.31.75.9] | 2020-10-17 08:39:08.185000 |   172.31.78.3 |         677464 | 172.31.78.3
                                                              Processing response from /172.31.75.9 [RequestResponseStage-2] | 2020-10-17 08:39:08.186000 |   172.31.78.3 |         677541 | 172.31.78.3
                                     RANGE_SLICE message received from /172.31.78.3 [MessagingService-Incoming-/172.31.78.3] | 2020-10-17 08:39:08.191000 |   172.31.75.9 |             14 | 172.31.78.3
                                     RANGE_SLICE message received from /172.31.78.3 [MessagingService-Incoming-/172.31.78.3] | 2020-10-17 08:39:08.191000 |   172.31.75.9 |            145 | 172.31.78.3
                                     RANGE_SLICE message received from /172.31.78.3 [MessagingService-Incoming-/172.31.78.3] | 2020-10-17 08:39:08.191000 |   172.31.75.9 |            195 | 172.31.78.3
                                     RANGE_SLICE message received from /172.31.78.3 [MessagingService-Incoming-/172.31.78.3] | 2020-10-17 08:39:08.191000 |   172.31.75.9 |            233 | 172.31.78.3
               Executing seq scan across 3 sstables for (max(-4072550046846427765), max(-4045404438877911819)] [ReadStage-1] | 2020-10-17 08:39:08.191000 |   172.31.75.9 |            514 | 172.31.78.3
               Executing seq scan across 3 sstables for (max(-3989886978045261709), max(-3981784290061937948)] [ReadStage-5] | 2020-10-17 08:39:08.200000 |   172.31.75.9 |           8773 | 172.31.78.3
                            REQUEST_RESPONSE message received from /172.31.77.183 [MessagingService-Incoming-/172.31.77.183] | 2020-10-17 08:39:08.201000 |   172.31.78.3 |         693162 | 172.31.78.3
                                                            Processing response from /172.31.77.183 [RequestResponseStage-2] | 2020-10-17 08:39:08.201000 |   172.31.78.3 |         693241 | 172.31.78.3
                                     Didn't get any response rows; new concurrent requests: 20 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.201000 |   172.31.78.3 |         693426 | 172.31.78.3
                                                           Enqueuing request to /172.31.77.183 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.201000 |   172.31.78.3 |         693504 | 172.31.78.3
                                                             Enqueuing request to /172.31.75.9 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.202000 |   172.31.78.3 |         693602 | 172.31.78.3
                                                                      Read 443 live rows and 0 tombstone cells [ReadStage-5] | 2020-10-17 08:39:08.202000 |   172.31.75.9 |          10625 | 172.31.78.3
               Executing seq scan across 0 sstables for (max(-4257718660592357747), max(-4254289639028014376)] [ReadStage-2] | 2020-10-17 08:39:08.202000 |   172.31.78.3 |         693604 | 172.31.78.3
                                                                            Enqueuing response to /172.31.78.3 [ReadStage-5] | 2020-10-17 08:39:08.202000 |   172.31.75.9 |          10676 | 172.31.78.3
                                                           Enqueuing request to /172.31.77.183 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.202000 |   172.31.78.3 |         693714 | 172.31.78.3
               Executing seq scan across 3 sstables for (max(-3961967182005406536), max(-3944768867342986936)] [ReadStage-8] | 2020-10-17 08:39:08.202000 |   172.31.75.9 |          10843 | 172.31.78.3
                                  Sending RANGE_SLICE message to /172.31.75.9 [MessagingService-Outgoing-/172.31.75.9-Small] | 2020-10-17 08:39:08.202000 |   172.31.78.3 |         693731 | 172.31.78.3
                                                             Enqueuing request to /172.31.75.9 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.202000 |   172.31.78.3 |         693774 | 172.31.78.3
                                                           Enqueuing request to /172.31.77.183 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.202000 |   172.31.78.3 |         693820 | 172.31.78.3
                                                             Enqueuing request to /172.31.75.9 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.202001 |   172.31.78.3 |         693859 | 172.31.78.3
                                                           Enqueuing request to /172.31.77.183 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.202001 |   172.31.78.3 |         693894 | 172.31.78.3
                                                             Enqueuing request to /172.31.75.9 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.202001 |   172.31.78.3 |         693925 | 172.31.78.3
                                                           Enqueuing request to /172.31.77.183 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.202001 |   172.31.78.3 |         693958 | 172.31.78.3
                                                        Submitted 13 concurrent range requests [Native-Transport-Requests-1] | 2020-10-17 08:39:08.202001 |   172.31.78.3 |         693989 | 172.31.78.3
                                  Sending RANGE_SLICE message to /172.31.75.9 [MessagingService-Outgoing-/172.31.75.9-Small] | 2020-10-17 08:39:08.202001 |   172.31.78.3 |         694045 | 172.31.78.3
                                  Sending RANGE_SLICE message to /172.31.75.9 [MessagingService-Outgoing-/172.31.75.9-Small] | 2020-10-17 08:39:08.202001 |   172.31.78.3 |         694100 | 172.31.78.3
                                  Sending RANGE_SLICE message to /172.31.75.9 [MessagingService-Outgoing-/172.31.75.9-Small] | 2020-10-17 08:39:08.202001 |   172.31.78.3 |         694136 | 172.31.78.3
                              Sending RANGE_SLICE message to /172.31.77.183 [MessagingService-Outgoing-/172.31.77.183-Small] | 2020-10-17 08:39:08.202001 |   172.31.78.3 |         694188 | 172.31.78.3
                              Sending RANGE_SLICE message to /172.31.77.183 [MessagingService-Outgoing-/172.31.77.183-Small] | 2020-10-17 08:39:08.202002 |   172.31.78.3 |         694227 | 172.31.78.3
                              Sending RANGE_SLICE message to /172.31.77.183 [MessagingService-Outgoing-/172.31.77.183-Small] | 2020-10-17 08:39:08.202002 |   172.31.78.3 |         694259 | 172.31.78.3
                              Sending RANGE_SLICE message to /172.31.77.183 [MessagingService-Outgoing-/172.31.77.183-Small] | 2020-10-17 08:39:08.202002 |   172.31.78.3 |         694292 | 172.31.78.3
                              Sending RANGE_SLICE message to /172.31.77.183 [MessagingService-Outgoing-/172.31.77.183-Small] | 2020-10-17 08:39:08.202002 |   172.31.78.3 |         694323 | 172.31.78.3
               Executing seq scan across 0 sstables for (max(-4045404438877911819), max(-3997818957386444293)] [ReadStage-3] | 2020-10-17 08:39:08.202002 |   172.31.78.3 |         694449 | 172.31.78.3
               Executing seq scan across 0 sstables for (max(-3974383958064874952), max(-3961967182005406536)] [ReadStage-6] | 2020-10-17 08:39:08.203000 |   172.31.78.3 |         694844 | 172.31.78.3
               Executing seq scan across 0 sstables for (max(-3913632318955906147), max(-3901718792511610574)] [ReadStage-4] | 2020-10-17 08:39:08.203000 |   172.31.78.3 |         695135 | 172.31.78.3
                                                                    Read 10794 live rows and 0 tombstone cells [ReadStage-2] | 2020-10-17 08:39:08.204000 | 172.31.77.183 |          53369 | 172.31.78.3
                                                                      Read 636 live rows and 0 tombstone cells [ReadStage-6] | 2020-10-17 08:39:08.204000 |   172.31.78.3 |         696127 | 172.31.78.3
                                                                            Enqueuing response to /172.31.78.3 [ReadStage-2] | 2020-10-17 08:39:08.204000 | 172.31.77.183 |          53789 | 172.31.78.3
                                                                      Read 625 live rows and 0 tombstone cells [ReadStage-4] | 2020-10-17 08:39:08.204000 |   172.31.78.3 |         696344 | 172.31.78.3
                             Sending REQUEST_RESPONSE message to /172.31.78.3 [MessagingService-Outgoing-/172.31.78.3-Small] | 2020-10-17 08:39:08.204000 | 172.31.77.183 |          53900 | 172.31.78.3
                                                                      Read 188 live rows and 0 tombstone cells [ReadStage-2] | 2020-10-17 08:39:08.205000 |   172.31.78.3 |         696644 | 172.31.78.3
                             Sending REQUEST_RESPONSE message to /172.31.78.3 [MessagingService-Outgoing-/172.31.78.3-Small] | 2020-10-17 08:39:08.205000 |   172.31.75.9 |          14043 | 172.31.78.3
                                                                      Read 922 live rows and 0 tombstone cells [ReadStage-8] | 2020-10-17 08:39:08.205000 |   172.31.75.9 |          14521 | 172.31.78.3
                                     RANGE_SLICE message received from /172.31.78.3 [MessagingService-Incoming-/172.31.78.3] | 2020-10-17 08:39:08.206000 | 172.31.77.183 |             11 | 172.31.78.3
                                                                            Enqueuing response to /172.31.78.3 [ReadStage-8] | 2020-10-17 08:39:08.206000 |   172.31.75.9 |          14564 | 172.31.78.3
                                     RANGE_SLICE message received from /172.31.78.3 [MessagingService-Incoming-/172.31.78.3] | 2020-10-17 08:39:08.206000 | 172.31.77.183 |            101 | 172.31.78.3
                             Sending REQUEST_RESPONSE message to /172.31.78.3 [MessagingService-Outgoing-/172.31.78.3-Small] | 2020-10-17 08:39:08.206000 |   172.31.75.9 |          14632 | 172.31.78.3
               Executing seq scan across 3 sstables for (max(-4254289639028014376), max(-4072550046846427765)] [ReadStage-7] | 2020-10-17 08:39:08.206000 | 172.31.77.183 |            138 | 172.31.78.3
                                     RANGE_SLICE message received from /172.31.78.3 [MessagingService-Incoming-/172.31.78.3] | 2020-10-17 08:39:08.206000 | 172.31.77.183 |            164 | 172.31.78.3
                                     RANGE_SLICE message received from /172.31.78.3 [MessagingService-Incoming-/172.31.78.3] | 2020-10-17 08:39:08.206000 | 172.31.77.183 |            215 | 172.31.78.3
                                     RANGE_SLICE message received from /172.31.78.3 [MessagingService-Incoming-/172.31.78.3] | 2020-10-17 08:39:08.206000 | 172.31.77.183 |            254 | 172.31.78.3
                                                                     Read 2561 live rows and 0 tombstone cells [ReadStage-3] | 2020-10-17 08:39:08.208000 |   172.31.78.3 |         700321 | 172.31.78.3
                                                                     Read 1415 live rows and 0 tombstone cells [ReadStage-1] | 2020-10-17 08:39:08.209000 |   172.31.75.9 |          17928 | 172.31.78.3
                                                                            Enqueuing response to /172.31.78.3 [ReadStage-1] | 2020-10-17 08:39:08.209000 |   172.31.75.9 |          18004 | 172.31.78.3
                             Sending REQUEST_RESPONSE message to /172.31.78.3 [MessagingService-Outgoing-/172.31.78.3-Small] | 2020-10-17 08:39:08.209000 |   172.31.75.9 |          18196 | 172.31.78.3
               Executing seq scan across 3 sstables for (max(-3930581245031107899), max(-3926416535965429906)] [ReadStage-3] | 2020-10-17 08:39:08.209000 |   172.31.75.9 |          18530 | 172.31.78.3
                                                                      Read 215 live rows and 0 tombstone cells [ReadStage-3] | 2020-10-17 08:39:08.211000 |   172.31.75.9 |          19906 | 172.31.78.3
                                                                            Enqueuing response to /172.31.78.3 [ReadStage-3] | 2020-10-17 08:39:08.211000 |   172.31.75.9 |          20115 | 172.31.78.3
                             Sending REQUEST_RESPONSE message to /172.31.78.3 [MessagingService-Outgoing-/172.31.78.3-Small] | 2020-10-17 08:39:08.211000 |   172.31.75.9 |          20190 | 172.31.78.3
                                REQUEST_RESPONSE message received from /172.31.75.9 [MessagingService-Incoming-/172.31.75.9] | 2020-10-17 08:39:08.217000 |   172.31.78.3 |         709348 | 172.31.78.3
                                                              Processing response from /172.31.75.9 [RequestResponseStage-4] | 2020-10-17 08:39:08.218000 |   172.31.78.3 |         709522 | 172.31.78.3
                                REQUEST_RESPONSE message received from /172.31.75.9 [MessagingService-Incoming-/172.31.75.9] | 2020-10-17 08:39:08.218000 |   172.31.78.3 |         709850 | 172.31.78.3
                                                              Processing response from /172.31.75.9 [RequestResponseStage-4] | 2020-10-17 08:39:08.218000 |   172.31.78.3 |         709919 | 172.31.78.3
               Executing seq scan across 3 sstables for (max(-3997818957386444293), max(-3989886978045261709)] [ReadStage-3] | 2020-10-17 08:39:08.219000 | 172.31.77.183 |          12470 | 172.31.78.3
                            REQUEST_RESPONSE message received from /172.31.77.183 [MessagingService-Incoming-/172.31.77.183] | 2020-10-17 08:39:08.219000 |   172.31.78.3 |         711243 | 172.31.78.3
               Executing seq scan across 3 sstables for (max(-3981784290061937948), max(-3974383958064874952)] [ReadStage-1] | 2020-10-17 08:39:08.219000 | 172.31.77.183 |          12577 | 172.31.78.3
                                                            Processing response from /172.31.77.183 [RequestResponseStage-4] | 2020-10-17 08:39:08.219000 |   172.31.78.3 |         711346 | 172.31.78.3
                                                                      Read 422 live rows and 0 tombstone cells [ReadStage-3] | 2020-10-17 08:39:08.220000 | 172.31.77.183 |          13996 | 172.31.78.3
                            REQUEST_RESPONSE message received from /172.31.77.183 [MessagingService-Incoming-/172.31.77.183] | 2020-10-17 08:39:08.220000 |   172.31.78.3 |         712427 | 172.31.78.3
                                                                            Enqueuing response to /172.31.78.3 [ReadStage-3] | 2020-10-17 08:39:08.220000 | 172.31.77.183 |          14039 | 172.31.78.3
                                                            Processing response from /172.31.77.183 [RequestResponseStage-4] | 2020-10-17 08:39:08.220000 |   172.31.78.3 |         712488 | 172.31.78.3
                                                                      Read 406 live rows and 0 tombstone cells [ReadStage-1] | 2020-10-17 08:39:08.220000 | 172.31.77.183 |          14086 | 172.31.78.3
