cqlsh> SELECT * FROM timur.task4 WHERE NAME = 'Ivan' ALLOW FILTERING;

 id | dept_name | name
----+-----------+------

(0 rows)

Tracing session: 386fcb40-1054-11eb-a2f3-41899bc8b0fd

 activity                                                                                                                    | timestamp                  | source        | source_elapsed | client
                                                                            Enqueuing response to /172.31.78.3 [ReadStage-6] | 2020-10-17 08:39:08.583000 |   172.31.75.9 |          61134 | 172.31.78.3
                             Sending REQUEST_RESPONSE message to /172.31.78.3 [MessagingService-Outgoing-/172.31.78.3-Small] | 2020-10-17 08:39:08.583000 |   172.31.75.9 |          61265 | 172.31.78.3
                                                                     Read 1056 live rows and 0 tombstone cells [ReadStage-1] | 2020-10-17 08:39:08.584000 | 172.31.77.183 |          46610 | 172.31.78.3
                                                                            Enqueuing response to /172.31.78.3 [ReadStage-1] | 2020-10-17 08:39:08.584000 | 172.31.77.183 |          46654 | 172.31.78.3
                                REQUEST_RESPONSE message received from /172.31.75.9 [MessagingService-Incoming-/172.31.75.9] | 2020-10-17 08:39:08.585000 |   172.31.78.3 |        1076582 | 172.31.78.3
                                                              Processing response from /172.31.75.9 [RequestResponseStage-3] | 2020-10-17 08:39:08.585000 |   172.31.78.3 |        1076658 | 172.31.78.3
                                                                     Read 2371 live rows and 0 tombstone cells [ReadStage-5] | 2020-10-17 08:39:08.586000 |   172.31.75.9 |          64372 | 172.31.78.3
                                                                            Enqueuing response to /172.31.78.3 [ReadStage-5] | 2020-10-17 08:39:08.586000 |   172.31.75.9 |          64432 | 172.31.78.3
                             Sending REQUEST_RESPONSE message to /172.31.78.3 [MessagingService-Outgoing-/172.31.78.3-Small] | 2020-10-17 08:39:08.586000 |   172.31.75.9 |          64544 | 172.31.78.3
                             Sending REQUEST_RESPONSE message to /172.31.78.3 [MessagingService-Outgoing-/172.31.78.3-Small] | 2020-10-17 08:39:08.587000 | 172.31.77.183 |          49306 | 172.31.78.3
                                REQUEST_RESPONSE message received from /172.31.75.9 [MessagingService-Incoming-/172.31.75.9] | 2020-10-17 08:39:08.588000 |   172.31.78.3 |        1079684 | 172.31.78.3
                                     RANGE_SLICE message received from /172.31.78.3 [MessagingService-Incoming-/172.31.78.3] | 2020-10-17 08:39:08.588000 |   172.31.75.9 |             17 | 172.31.78.3
                                                              Processing response from /172.31.75.9 [RequestResponseStage-2] | 2020-10-17 08:39:08.588000 |   172.31.78.3 |        1079826 | 172.31.78.3
                                     RANGE_SLICE message received from /172.31.78.3 [MessagingService-Incoming-/172.31.78.3] | 2020-10-17 08:39:08.589000 |   172.31.75.9 |            102 | 172.31.78.3
                                     RANGE_SLICE message received from /172.31.78.3 [MessagingService-Incoming-/172.31.78.3] | 2020-10-17 08:39:08.589000 |   172.31.75.9 |            161 | 172.31.78.3
                                     RANGE_SLICE message received from /172.31.78.3 [MessagingService-Incoming-/172.31.78.3] | 2020-10-17 08:39:08.589000 |   172.31.75.9 |            198 | 172.31.78.3
                                     RANGE_SLICE message received from /172.31.78.3 [MessagingService-Incoming-/172.31.78.3] | 2020-10-17 08:39:08.589000 |   172.31.75.9 |            228 | 172.31.78.3
                Executing seq scan across 3 sstables for (max(-323381144734767574), max(-309966139381676159)] [ReadStage-17] | 2020-10-17 08:39:08.590000 |   172.31.75.9 |           1500 | 172.31.78.3
                                                                     Read 694 live rows and 0 tombstone cells [ReadStage-17] | 2020-10-17 08:39:08.593000 |   172.31.75.9 |           4170 | 172.31.78.3
                                                                           Enqueuing response to /172.31.78.3 [ReadStage-17] | 2020-10-17 08:39:08.593000 |   172.31.75.9 |           4235 | 172.31.78.3
                 Executing seq scan across 3 sstables for (max(-231764901366313217), max(-199184443613366855)] [ReadStage-8] | 2020-10-17 08:39:08.593000 |   172.31.75.9 |           4351 | 172.31.78.3
                                REQUEST_RESPONSE message received from /172.31.75.9 [MessagingService-Incoming-/172.31.75.9] | 2020-10-17 08:39:08.596000 |   172.31.78.3 |        1087598 | 172.31.78.3
                                                              Processing response from /172.31.75.9 [RequestResponseStage-2] | 2020-10-17 08:39:08.596000 |   172.31.78.3 |        1087687 | 172.31.78.3
                             Sending REQUEST_RESPONSE message to /172.31.78.3 [MessagingService-Outgoing-/172.31.78.3-Small] | 2020-10-17 08:39:08.597000 |   172.31.75.9 |           8468 | 172.31.78.3
                  Executing seq scan across 3 sstables for (max(-118646137428246678), max(33254039130866371)] [ReadStage-17] | 2020-10-17 08:39:08.597000 |   172.31.75.9 |           8732 | 172.31.78.3
                                REQUEST_RESPONSE message received from /172.31.75.9 [MessagingService-Incoming-/172.31.75.9] | 2020-10-17 08:39:08.599000 |   172.31.78.3 |        1091022 | 172.31.78.3
                                                              Processing response from /172.31.75.9 [RequestResponseStage-3] | 2020-10-17 08:39:08.599000 |   172.31.78.3 |        1091093 | 172.31.78.3
                                     Didn't get any response rows; new concurrent requests: 20 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.599000 |   172.31.78.3 |        1091270 | 172.31.78.3
                                                             Enqueuing request to /172.31.75.9 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.599000 |   172.31.78.3 |        1091331 | 172.31.78.3
                                                           Enqueuing request to /172.31.77.183 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.599000 |   172.31.78.3 |        1091382 | 172.31.78.3
                                                             Enqueuing request to /172.31.75.9 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.599000 |   172.31.78.3 |        1091442 | 172.31.78.3
                                                           Enqueuing request to /172.31.77.183 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.599001 |   172.31.78.3 |        1091477 | 172.31.78.3
                                                             Enqueuing request to /172.31.75.9 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.599001 |   172.31.78.3 |        1091507 | 172.31.78.3
                                                           Enqueuing request to /172.31.77.183 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.600000 |   172.31.78.3 |        1091533 | 172.31.78.3
                                                             Enqueuing request to /172.31.75.9 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.600000 |   172.31.78.3 |        1091564 | 172.31.78.3
                                                           Enqueuing request to /172.31.77.183 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.600000 |   172.31.78.3 |        1091591 | 172.31.78.3
                                                             Enqueuing request to /172.31.75.9 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.600000 |   172.31.78.3 |        1091635 | 172.31.78.3
                                                        Submitted 13 concurrent range requests [Native-Transport-Requests-1] | 2020-10-17 08:39:08.600000 |   172.31.78.3 |        1091661 | 172.31.78.3
                              Sending RANGE_SLICE message to /172.31.77.183 [MessagingService-Outgoing-/172.31.77.183-Small] | 2020-10-17 08:39:08.600000 |   172.31.78.3 |        1091753 | 172.31.78.3
                              Sending RANGE_SLICE message to /172.31.77.183 [MessagingService-Outgoing-/172.31.77.183-Small] | 2020-10-17 08:39:08.600001 |   172.31.78.3 |        1091807 | 172.31.78.3
                              Sending RANGE_SLICE message to /172.31.77.183 [MessagingService-Outgoing-/172.31.77.183-Small] | 2020-10-17 08:39:08.600001 |   172.31.78.3 |        1091839 | 172.31.78.3
                              Sending RANGE_SLICE message to /172.31.77.183 [MessagingService-Outgoing-/172.31.77.183-Small] | 2020-10-17 08:39:08.600001 |   172.31.78.3 |        1091869 | 172.31.78.3
                                  Sending RANGE_SLICE message to /172.31.75.9 [MessagingService-Outgoing-/172.31.75.9-Small] | 2020-10-17 08:39:08.600001 |   172.31.78.3 |        1091926 | 172.31.78.3
                                  Sending RANGE_SLICE message to /172.31.75.9 [MessagingService-Outgoing-/172.31.75.9-Small] | 2020-10-17 08:39:08.600001 |   172.31.78.3 |        1091968 | 172.31.78.3
                                  Sending RANGE_SLICE message to /172.31.75.9 [MessagingService-Outgoing-/172.31.75.9-Small] | 2020-10-17 08:39:08.600001 |   172.31.78.3 |        1091996 | 172.31.78.3
                                  Sending RANGE_SLICE message to /172.31.75.9 [MessagingService-Outgoing-/172.31.75.9-Small] | 2020-10-17 08:39:08.600001 |   172.31.78.3 |        1092023 | 172.31.78.3
                                  Sending RANGE_SLICE message to /172.31.75.9 [MessagingService-Outgoing-/172.31.75.9-Small] | 2020-10-17 08:39:08.600001 |   172.31.78.3 |        1092071 | 172.31.78.3
                 Executing seq scan across 0 sstables for (max(-238878865691020834), max(-231764901366313217)] [ReadStage-3] | 2020-10-17 08:39:08.600001 |   172.31.78.3 |        1092223 | 172.31.78.3
                                                                      Read 386 live rows and 0 tombstone cells [ReadStage-3] | 2020-10-17 08:39:08.601000 |   172.31.78.3 |        1093157 | 172.31.78.3
                 Executing seq scan across 0 sstables for (max(-199184443613366855), max(-122584539809355162)] [ReadStage-3] | 2020-10-17 08:39:08.601000 |   172.31.78.3 |        1093232 | 172.31.78.3
                    Executing seq scan across 0 sstables for (max(34136091062435715), max(217742308535147161)] [ReadStage-4] | 2020-10-17 08:39:08.603000 |   172.31.78.3 |        1095106 | 172.31.78.3
                                                                     Read 1726 live rows and 0 tombstone cells [ReadStage-8] | 2020-10-17 08:39:08.603000 |   172.31.75.9 |          14507 | 172.31.78.3
                                                                            Enqueuing response to /172.31.78.3 [ReadStage-8] | 2020-10-17 08:39:08.603000 |   172.31.75.9 |          14887 | 172.31.78.3
                                     RANGE_SLICE message received from /172.31.78.3 [MessagingService-Incoming-/172.31.78.3] | 2020-10-17 08:39:08.604000 | 172.31.77.183 |             16 | 172.31.78.3
                   Executing seq scan across 3 sstables for (max(217742308535147161), max(227049774021740379)] [ReadStage-3] | 2020-10-17 08:39:08.604000 |   172.31.75.9 |          15369 | 172.31.78.3
                                     RANGE_SLICE message received from /172.31.78.3 [MessagingService-Incoming-/172.31.78.3] | 2020-10-17 08:39:08.604000 | 172.31.77.183 |            181 | 172.31.78.3
                  Executing seq scan across 3 sstables for (max(345283595612387339), max(380090734633396194)] [ReadStage-16] | 2020-10-17 08:39:08.604000 |   172.31.75.9 |          15715 | 172.31.78.3
                                     RANGE_SLICE message received from /172.31.78.3 [MessagingService-Incoming-/172.31.78.3] | 2020-10-17 08:39:08.604000 | 172.31.77.183 |            243 | 172.31.78.3
                                     RANGE_SLICE message received from /172.31.78.3 [MessagingService-Incoming-/172.31.78.3] | 2020-10-17 08:39:08.604000 | 172.31.77.183 |            285 | 172.31.78.3
                 Executing seq scan across 3 sstables for (max(-309966139381676159), max(-238878865691020834)] [ReadStage-3] | 2020-10-17 08:39:08.604000 | 172.31.77.183 |            703 | 172.31.78.3
                 Executing seq scan across 3 sstables for (max(-122584539809355162), max(-118646137428246678)] [ReadStage-7] | 2020-10-17 08:39:08.606000 | 172.31.77.183 |           2222 | 172.31.78.3
                                                                      Read 500 live rows and 0 tombstone cells [ReadStage-3] | 2020-10-17 08:39:08.606000 |   172.31.75.9 |          17202 | 172.31.78.3
                                                                            Enqueuing response to /172.31.78.3 [ReadStage-3] | 2020-10-17 08:39:08.606000 |   172.31.75.9 |          17239 | 172.31.78.3
                                                                      Read 250 live rows and 0 tombstone cells [ReadStage-7] | 2020-10-17 08:39:08.607000 | 172.31.77.183 |           3349 | 172.31.78.3
                                                                            Enqueuing response to /172.31.78.3 [ReadStage-7] | 2020-10-17 08:39:08.607000 | 172.31.77.183 |           3417 | 172.31.78.3
                             Sending REQUEST_RESPONSE message to /172.31.78.3 [MessagingService-Outgoing-/172.31.78.3-Small] | 2020-10-17 08:39:08.607000 | 172.31.77.183 |           3513 | 172.31.78.3
                     Executing seq scan across 3 sstables for (max(33254039130866371), max(34136091062435715)] [ReadStage-8] | 2020-10-17 08:39:08.608000 | 172.31.77.183 |           4036 | 172.31.78.3
                            REQUEST_RESPONSE message received from /172.31.77.183 [MessagingService-Incoming-/172.31.77.183] | 2020-10-17 08:39:08.608000 |   172.31.78.3 |        1100446 | 172.31.78.3
                   Executing seq scan across 3 sstables for (max(227049774021740379), max(345283595612387339)] [ReadStage-4] | 2020-10-17 08:39:08.608000 | 172.31.77.183 |           4343 | 172.31.78.3
                            REQUEST_RESPONSE message received from /172.31.77.183 [MessagingService-Incoming-/172.31.77.183] | 2020-10-17 08:39:08.608000 |   172.31.78.3 |        1100481 | 172.31.78.3
                                                                       Read 57 live rows and 0 tombstone cells [ReadStage-8] | 2020-10-17 08:39:08.608000 | 172.31.77.183 |           4444 | 172.31.78.3
                                                                            Enqueuing response to /172.31.78.3 [ReadStage-8] | 2020-10-17 08:39:08.608001 | 172.31.77.183 |           4490 | 172.31.78.3
                             Sending REQUEST_RESPONSE message to /172.31.78.3 [MessagingService-Outgoing-/172.31.78.3-Small] | 2020-10-17 08:39:08.608001 | 172.31.77.183 |           4553 | 172.31.78.3
                                REQUEST_RESPONSE message received from /172.31.75.9 [MessagingService-Incoming-/172.31.75.9] | 2020-10-17 08:39:08.609000 |   172.31.78.3 |        1101242 | 172.31.78.3
                             Sending REQUEST_RESPONSE message to /172.31.78.3 [MessagingService-Outgoing-/172.31.78.3-Small] | 2020-10-17 08:39:08.609000 |   172.31.75.9 |          20402 | 172.31.78.3
                                                            Processing response from /172.31.77.183 [RequestResponseStage-6] | 2020-10-17 08:39:08.609000 |   172.31.78.3 |        1101315 | 172.31.78.3
                                                            Processing response from /172.31.77.183 [RequestResponseStage-6] | 2020-10-17 08:39:08.609000 |   172.31.78.3 |        1101345 | 172.31.78.3
                                                              Processing response from /172.31.75.9 [RequestResponseStage-6] | 2020-10-17 08:39:08.609000 |   172.31.78.3 |        1101364 | 172.31.78.3
                   Executing seq scan across 0 sstables for (max(380090734633396194), max(383624780025261060)] [ReadStage-2] | 2020-10-17 08:39:08.609000 |   172.31.78.3 |        1101452 | 172.31.78.3
                                                                      Read 218 live rows and 0 tombstone cells [ReadStage-2] | 2020-10-17 08:39:08.611000 |   172.31.78.3 |        1103092 | 172.31.78.3
                             Sending REQUEST_RESPONSE message to /172.31.78.3 [MessagingService-Outgoing-/172.31.78.3-Small] | 2020-10-17 08:39:08.613000 |   172.31.75.9 |          24359 | 172.31.78.3
                                                                    Read 1838 live rows and 0 tombstone cells [ReadStage-16] | 2020-10-17 08:39:08.617000 |   172.31.75.9 |          28917 | 172.31.78.3
                                                                           Enqueuing response to /172.31.78.3 [ReadStage-16] | 2020-10-17 08:39:08.617000 |   172.31.75.9 |          28975 | 172.31.78.3
                                REQUEST_RESPONSE message received from /172.31.75.9 [MessagingService-Incoming-/172.31.75.9] | 2020-10-17 08:39:08.621000 |   172.31.78.3 |        1113190 | 172.31.78.3
                                                              Processing response from /172.31.75.9 [RequestResponseStage-5] | 2020-10-17 08:39:08.621000 |   172.31.78.3 |        1113306 | 172.31.78.3
                                REQUEST_RESPONSE message received from /172.31.75.9 [MessagingService-Incoming-/172.31.75.9] | 2020-10-17 08:39:08.625000 |   172.31.78.3 |        1117108 | 172.31.78.3
                             Sending REQUEST_RESPONSE message to /172.31.78.3 [MessagingService-Outgoing-/172.31.78.3-Small] | 2020-10-17 08:39:08.625000 |   172.31.75.9 |          36713 | 172.31.78.3
                                                              Processing response from /172.31.75.9 [RequestResponseStage-2] | 2020-10-17 08:39:08.625000 |   172.31.78.3 |        1117243 | 172.31.78.3
                                                                     Read 4029 live rows and 0 tombstone cells [ReadStage-3] | 2020-10-17 08:39:08.632000 |   172.31.78.3 |        1124025 | 172.31.78.3
                                                                     Read 9926 live rows and 0 tombstone cells [ReadStage-4] | 2020-10-17 08:39:08.636000 |   172.31.78.3 |        1127979 | 172.31.78.3
                                REQUEST_RESPONSE message received from /172.31.75.9 [MessagingService-Incoming-/172.31.75.9] | 2020-10-17 08:39:08.638000 |   172.31.78.3 |        1129544 | 172.31.78.3
                                                              Processing response from /172.31.75.9 [RequestResponseStage-5] | 2020-10-17 08:39:08.638000 |   172.31.78.3 |        1129627 | 172.31.78.3
                            REQUEST_RESPONSE message received from /172.31.77.183 [MessagingService-Incoming-/172.31.77.183] | 2020-10-17 08:39:08.639000 |   172.31.78.3 |        1131245 | 172.31.78.3
                                                            Processing response from /172.31.77.183 [RequestResponseStage-5] | 2020-10-17 08:39:08.639000 |   172.31.78.3 |        1131369 | 172.31.78.3
                                                                     Read 3829 live rows and 0 tombstone cells [ReadStage-3] | 2020-10-17 08:39:08.642000 | 172.31.77.183 |          38106 | 172.31.78.3
                                                                            Enqueuing response to /172.31.78.3 [ReadStage-3] | 2020-10-17 08:39:08.642000 | 172.31.77.183 |          38241 | 172.31.78.3
                             Sending REQUEST_RESPONSE message to /172.31.78.3 [MessagingService-Outgoing-/172.31.78.3-Small] | 2020-10-17 08:39:08.643000 | 172.31.77.183 |          38837 | 172.31.78.3
                                                                    Read 8309 live rows and 0 tombstone cells [ReadStage-17] | 2020-10-17 08:39:08.645000 |   172.31.75.9 |          56911 | 172.31.78.3
                                                                           Enqueuing response to /172.31.78.3 [ReadStage-17] | 2020-10-17 08:39:08.645000 |   172.31.75.9 |          57002 | 172.31.78.3
                             Sending REQUEST_RESPONSE message to /172.31.78.3 [MessagingService-Outgoing-/172.31.78.3-Small] | 2020-10-17 08:39:08.646000 |   172.31.75.9 |          57101 | 172.31.78.3
                                     RANGE_SLICE message received from /172.31.78.3 [MessagingService-Incoming-/172.31.78.3] | 2020-10-17 08:39:08.647000 |   172.31.75.9 |              7 | 172.31.78.3
                                     RANGE_SLICE message received from /172.31.78.3 [MessagingService-Incoming-/172.31.78.3] | 2020-10-17 08:39:08.647000 |   172.31.75.9 |            126 | 172.31.78.3
                                     RANGE_SLICE message received from /172.31.78.3 [MessagingService-Incoming-/172.31.78.3] | 2020-10-17 08:39:08.647000 |   172.31.75.9 |            173 | 172.31.78.3
                                     RANGE_SLICE message received from /172.31.78.3 [MessagingService-Incoming-/172.31.78.3] | 2020-10-17 08:39:08.647000 |   172.31.75.9 |            209 | 172.31.78.3
                                     RANGE_SLICE message received from /172.31.78.3 [MessagingService-Incoming-/172.31.78.3] | 2020-10-17 08:39:08.647000 |   172.31.75.9 |            238 | 172.31.78.3
                                     RANGE_SLICE message received from /172.31.78.3 [MessagingService-Incoming-/172.31.78.3] | 2020-10-17 08:39:08.647000 |   172.31.75.9 |            268 | 172.31.78.3
                  Executing seq scan across 3 sstables for (max(448578241068781500), max(454879398252737890)] [ReadStage-18] | 2020-10-17 08:39:08.648000 |   172.31.75.9 |            830 | 172.31.78.3
                                                                     Read 328 live rows and 0 tombstone cells [ReadStage-18] | 2020-10-17 08:39:08.649000 |   172.31.75.9 |           2277 | 172.31.78.3
                                                                           Enqueuing response to /172.31.78.3 [ReadStage-18] | 2020-10-17 08:39:08.649000 |   172.31.75.9 |           2319 | 172.31.78.3
                   Executing seq scan across 3 sstables for (max(530824036645229642), max(535635035996537208)] [ReadStage-1] | 2020-10-17 08:39:08.649000 |   172.31.75.9 |           2370 | 172.31.78.3
                   Executing seq scan across 3 sstables for (max(588872617189246754), max(592854460978233650)] [ReadStage-2] | 2020-10-17 08:39:08.649000 |   172.31.75.9 |           2390 | 172.31.78.3
                                                                      Read 220 live rows and 0 tombstone cells [ReadStage-2] | 2020-10-17 08:39:08.650000 |   172.31.75.9 |           3222 | 172.31.78.3
                                                                            Enqueuing response to /172.31.78.3 [ReadStage-2] | 2020-10-17 08:39:08.650000 |   172.31.75.9 |           3250 | 172.31.78.3
                   Executing seq scan across 3 sstables for (max(627135321854267235), max(642271908658239136)] [ReadStage-2] | 2020-10-17 08:39:08.650000 |   172.31.75.9 |           3319 | 172.31.78.3
                                                                      Read 257 live rows and 0 tombstone cells [ReadStage-1] | 2020-10-17 08:39:08.650000 |   172.31.75.9 |           3374 | 172.31.78.3
                                                                            Enqueuing response to /172.31.78.3 [ReadStage-1] | 2020-10-17 08:39:08.650000 |   172.31.75.9 |           3426 | 172.31.78.3
                   Executing seq scan across 3 sstables for (max(715561430935766826), max(777149772635630498)] [ReadStage-3] | 2020-10-17 08:39:08.651000 |   172.31.75.9 |           3516 | 172.31.78.3
                   Executing seq scan across 3 sstables for (max(783923721475652764), max(806836638404282384)] [ReadStage-4] | 2020-10-17 08:39:08.653000 |   172.31.75.9 |           5701 | 172.31.78.3
                            REQUEST_RESPONSE message received from /172.31.77.183 [MessagingService-Incoming-/172.31.77.183] | 2020-10-17 08:39:08.654000 |   172.31.78.3 |        1146177 | 172.31.78.3
                                                            Processing response from /172.31.77.183 [RequestResponseStage-5] | 2020-10-17 08:39:08.654000 |   172.31.78.3 |        1146266 | 172.31.78.3
                                                                     Read 6462 live rows and 0 tombstone cells [ReadStage-4] | 2020-10-17 08:39:08.657000 | 172.31.77.183 |          53450 | 172.31.78.3
                                                                     Read 1184 live rows and 0 tombstone cells [ReadStage-4] | 2020-10-17 08:39:08.657000 |   172.31.75.9 |           9494 | 172.31.78.3
                                                                            Enqueuing response to /172.31.78.3 [ReadStage-4] | 2020-10-17 08:39:08.657000 | 172.31.77.183 |          53598 | 172.31.78.3
                                                                            Enqueuing response to /172.31.78.3 [ReadStage-4] | 2020-10-17 08:39:08.657000 |   172.31.75.9 |           9530 | 172.31.78.3
                             Sending REQUEST_RESPONSE message to /172.31.78.3 [MessagingService-Outgoing-/172.31.78.3-Small] | 2020-10-17 08:39:08.657000 | 172.31.77.183 |          53696 | 172.31.78.3
                                REQUEST_RESPONSE message received from /172.31.75.9 [MessagingService-Incoming-/172.31.75.9] | 2020-10-17 08:39:08.658000 |   172.31.78.3 |        1149855 | 172.31.78.3
                             Sending REQUEST_RESPONSE message to /172.31.78.3 [MessagingService-Outgoing-/172.31.78.3-Small] | 2020-10-17 08:39:08.658000 |   172.31.75.9 |          10786 | 172.31.78.3
                                                              Processing response from /172.31.75.9 [RequestResponseStage-2] | 2020-10-17 08:39:08.658000 |   172.31.78.3 |        1149932 | 172.31.78.3
                             Sending REQUEST_RESPONSE message to /172.31.78.3 [MessagingService-Outgoing-/172.31.78.3-Small] | 2020-10-17 08:39:08.658000 |   172.31.75.9 |          10842 | 172.31.78.3
                                     Didn't get any response rows; new concurrent requests: 20 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.658000 |   172.31.78.3 |        1150019 | 172.31.78.3
                             Sending REQUEST_RESPONSE message to /172.31.78.3 [MessagingService-Outgoing-/172.31.78.3-Small] | 2020-10-17 08:39:08.658000 |   172.31.75.9 |          10892 | 172.31.78.3
                                                           Enqueuing request to /172.31.77.183 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.658000 |   172.31.78.3 |        1150077 | 172.31.78.3
                                                             Enqueuing request to /172.31.75.9 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.658000 |   172.31.78.3 |        1150137 | 172.31.78.3
                                                           Enqueuing request to /172.31.77.183 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.658000 |   172.31.78.3 |        1150172 | 172.31.78.3
                                                           Enqueuing request to /172.31.77.183 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.658001 |   172.31.78.3 |        1150210 | 172.31.78.3
                                                             Enqueuing request to /172.31.75.9 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.658001 |   172.31.78.3 |        1150237 | 172.31.78.3
                                                           Enqueuing request to /172.31.77.183 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.658001 |   172.31.78.3 |        1150270 | 172.31.78.3
                                                             Enqueuing request to /172.31.75.9 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.658001 |   172.31.78.3 |        1150299 | 172.31.78.3
                                                             Enqueuing request to /172.31.75.9 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.658001 |   172.31.78.3 |        1150329 | 172.31.78.3
                                                           Enqueuing request to /172.31.77.183 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.658001 |   172.31.78.3 |        1150356 | 172.31.78.3
                                                             Enqueuing request to /172.31.75.9 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.658001 |   172.31.78.3 |        1150382 | 172.31.78.3
                                                             Enqueuing request to /172.31.75.9 [Native-Transport-Requests-1] | 2020-10-17 08:39:08.658001 |   172.31.78.3 |        1150412 | 172.31.78.3
                                                        Submitted 16 concurrent range requests [Native-Transport-Requests-1] | 2020-10-17 08:39:08.658001 |   172.31.78.3 |        1150434 | 172.31.78.3
                                  Sending RANGE_SLICE message to /172.31.75.9 [MessagingService-Outgoing-/172.31.75.9-Small] | 2020-10-17 08:39:08.659000 |   172.31.78.3 |        1150557 | 172.31.78.3
                                  Sending RANGE_SLICE message to /172.31.75.9 [MessagingService-Outgoing-/172.31.75.9-Small] | 2020-10-17 08:39:08.659000 |   172.31.78.3 |        1150668 | 172.31.78.3
                                  Sending RANGE_SLICE message to /172.31.75.9 [MessagingService-Outgoing-/172.31.75.9-Small] | 2020-10-17 08:39:08.659000 |   172.31.78.3 |        1150702 | 172.31.78.3
                                  Sending RANGE_SLICE message to /172.31.75.9 [MessagingService-Outgoing-/172.31.75.9-Small] | 2020-10-17 08:39:08.659000 |   172.31.78.3 |        1150734 | 172.31.78.3
                                  Sending RANGE_SLICE message to /172.31.75.9 [MessagingService-Outgoing-/172.31.75.9-Small] | 2020-10-17 08:39:08.659000 |   172.31.78.3 |        1150761 | 172.31.78.3
                                  Sending RANGE_SLICE message to /172.31.75.9 [MessagingService-Outgoing-/172.31.75.9-Small] | 2020-10-17 08:39:08.659000 |   172.31.78.3 |        1150789 | 172.31.78.3
                              Sending RANGE_SLICE message to /172.31.77.183 [MessagingService-Outgoing-/172.31.77.183-Small] | 2020-10-17 08:39:08.659001 |   172.31.78.3 |        1150877 | 172.31.78.3
                              Sending RANGE_SLICE message to /172.31.77.183 [MessagingService-Outgoing-/172.31.77.183-Small] | 2020-10-17 08:39:08.659001 |   172.31.78.3 |        1150919 | 172.31.78.3
                              Sending RANGE_SLICE message to /172.31.77.183 [MessagingService-Outgoing-/172.31.77.183-Small] | 2020-10-17 08:39:08.659001 |   172.31.78.3 |        1150948 | 172.31.78.3
                              Sending RANGE_SLICE message to /172.31.77.183 [MessagingService-Outgoing-/172.31.77.183-Small] | 2020-10-17 08:39:08.659001 |   172.31.78.3 |        1150976 | 172.31.78.3
                              Sending RANGE_SLICE message to /172.31.77.183 [MessagingService-Outgoing-/172.31.77.183-Small] | 2020-10-17 08:39:08.659001 |   172.31.78.3 |        1151004 | 172.31.78.3
                   Executing seq scan across 0 sstables for (max(455853144134376875), max(489262640266734855)] [ReadStage-2] | 2020-10-17 08:39:08.659001 |   172.31.78.3 |        1151118 | 172.31.78.3
                                                                      Read 809 live rows and 0 tombstone cells [ReadStage-2] | 2020-10-17 08:39:08.660000 |   172.31.75.9 |          13105 | 172.31.78.3
                                                                            Enqueuing response to /172.31.78.3 [ReadStage-2] | 2020-10-17 08:39:08.660000 |   172.31.75.9 |          13146 | 172.31.78.3
                             Sending REQUEST_RESPONSE message to /172.31.78.3 [MessagingService-Outgoing-/172.31.78.3-Small] | 2020-10-17 08:39:08.660000 |   172.31.75.9 |          13343 | 172.31.78.3
                   Executing seq scan across 0 sstables for (max(592854460978233650), max(627135321854267235)] [ReadStage-6] | 2020-10-17 08:39:08.661000 |   172.31.78.3 |        1153337 | 172.31.78.3
                             Sending REQUEST_RESPONSE message to /172.31.78.3 [MessagingService-Outgoing-/172.31.78.3-Small] | 2020-10-17 08:39:08.661000 |   172.31.75.9 |          13705 | 172.31.78.3
                   Executing seq scan across 0 sstables for (max(553359878106508752), max(588872617189246754)] [ReadStage-3] | 2020-10-17 08:39:08.661000 |   172.31.78.3 |        1153344 | 172.31.78.3
                                     RANGE_SLICE message received from /172.31.78.3 [MessagingService-Incoming-/172.31.78.3] | 2020-10-17 08:39:08.663000 | 172.31.77.183 |             11 | 172.31.78.3
                                     RANGE_SLICE message received from /172.31.78.3 [MessagingService-Incoming-/172.31.78.3] | 2020-10-17 08:39:08.663000 | 172.31.77.183 |            117 | 172.31.78.3
